"Month","Day","Hour","Beam Irradiance (W/m^2)","Diffuse Irradiance (W/m^2)","Ambient Temperature (C)","Wind Speed (m/s)","Plane of Array Irradiance (W/m^2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"1","20","23","0","0","2","10.2","0","2","0","0"
"1","21","0","0","0","2","10.2","0","2","0","0"
"1","21","1","0","0","1","10.2","0","1","0","0"
"1","21","2","0","0","1","10.2","0","1","0","0"
"1","21","3","0","0","1.2","10","0","1.2","0","0"
"1","21","4","0","0","1","10.2","0","1","0","0"
"1","21","5","0","0","1","10.2","0","1","0","0"
"1","21","6","0","0","2","11","0","2","0","0"
"1","21","7","0","19","2","10.2","17.18","1.303","4019.619","2636.998"
"1","21","8","175","93","2","10.2","210.141","3.74","47589.004","46154.438"
"1","21","9","427","126","2.6","12","456.409","7.047","103123.555","101231.813"
"1","21","10","590","127","3.2","11","642.618","10.306","144023.563","141514.953"
"1","21","11","727","92","3.8","10","753.114","12.935","167127.859","164165.719"
"1","21","12","715","93","4.4","9","739.824","14.129","163276.984","160395.703"
"1","21","13","633","99","3.9","9.1","633.267","12.089","140653.781","138204.969"
"1","21","14","423","109","3.5","9.1","421.255","8.718","94220.844","92431.883"
"1","21","15","176","70","3","9.2","175.06","4.693","39121.055","37717.695"
"1","21","16","0","11","3","7.2","9.923","2.177","2313.185","927.11"
"1","21","17","0","0","2","9.2","0","2","0","0"
"1","21","18","0","0","2","9.2","0","2","0","0"
"1","21","19","0","0","2","7.2","0","2","0","0"
"1","21","20","0","0","2","6.1","0","2","0","0"
"1","21","21","0","0","1.4","4","0","1.4","0","0"
"1","21","22","0","0","1","3","0","1","0","0"
"1","21","23","0","0","0","1","0","0","0","0"
"1","22","0","0","0","0","1","0","0","0","0"
"1","22","1","0","0","0","0","0","0","0","0"
"1","22","2","0","0","2","2","0","2","0","0"
"1","22","3","0","0","0","2","0","0","0","0"
"1","22","4","0","0","-1","0","0","-1","0","0"
"1","22","5","0","0","0","2","0","0","0","0"
"1","22","6","0","0","0","1","0","0","0","0"
"1","22","7","0","17","0","1","15.36","-2.276","3648.118","2264.78"
"1","22","8","195","72","4","2","191.604","7.29","42523.066","41108.395"
"1","22","9","263","144","5","0","357.284","18.817","76782.445","75162.18"
"1","22","10","303","193","10","8.2","478.903","16.271","104658.57","102747.969"
"1","22","11","325","216","11","14.4","543.015","15.958","118998.773","116895.82"
"1","22","12","324","213","10","12.3","536.578","15.494","117820.602","115734.555"
"1","22","13","295","186","10","10.2","459.039","15.277","100715.695","98852.867"
"1","22","14","256","128","10","10.2","325.935","13.54","71583.477","70005.141"
"1","22","15","77","75","10.2","7","127.323","11.464","27983.658","26605.84"
"1","22","16","0","10","9","8.2","9.017","8.211","2048.031","661.382"
"1","22","17","0","0","9","7.2","0","9","0","0"
"1","22","18","0","0","10","11.3","0","10","0","0"
"1","22","19","0","0","10","6.1","0","10","0","0"
"1","22","20","0","0","10","8.2","0","10","0","0"
"1","22","21","0","0","9","9.2","0","9","0","0"
"1","22","22","0","0","9","8.2","0","9","0","0"
"1","22","23","0","0","9","3","0","9","0","0"
"1","23","0","0","0","8","1","0","8","0","0"
"1","23","1","0","0","7","3","0","7","0","0"
"1","23","2","0","0","6","2","0","6","0","0"
"1","23","3","0","0","5","3","0","5","0","0"
"1","23","4","0","0","4","3","0","4","0","0"
"1","23","5","0","0","4","1","0","4","0","0"
"1","23","6","0","0","2","0","0","2","0","0"
"1","23","7","0","20","2","0","18.153","-1.505","4297.684","2915.585"
"1","23","8","175","96","6","1","213.519","10.656","46948.754","45516.902"
"1","23","9","416","129","10.6","3","453.09","20.426","96470.703","94656.828"
"1","23","10","630","107","11","2","653.965","28.211","135019.016","132666.609"
"1","23","11","696","104","12","4.6","744.544","26.981","154932.938","152219.625"
"1","23","12","703","98","12","3","739.031","29.879","151642.297","148992.516"
"1","23","13","613","105","12","2","627.736","29.414","128765.555","126514.867"
"1","23","14","414","114","12","4.1","423.081","21.015","89613.938","87873.742"
"1","23","15","180","73","10.4","5","180.876","13.255","38972.57","37569.672"
"1","23","16","0","12","8","6.1","10.828","7.158","2470.726","1084.987"
"1","23","17","0","0","8","5.1","0","8","0","0"
"1","23","18","0","0","8","5.1","0","8","0","0"
"1","23","19","0","0","7","5.1","0","7","0","0"
"1","23","20","0","0","5","4.1","0","5","0","0"
"1","23","21","0","0","4","3","0","4","0","0"
"1","23","22","0","0","5","4.1","0","5","0","0"
"1","23","23","0","0","4","3.5","0","4","0","0"
"1","24","0","0","0","3","3","0","3","0","0"
"1","24","1","0","0","3","3","0","3","0","0"
"1","24","2","0","0","3","2.5","0","3","0","0"
"1","24","3","0","0","1","0","0","1","0","0"
"1","24","4","0","0","-1","0","0","-1","0","0"
"1","24","5","0","0","-2","0","0","-2","0","0"
"1","24","6","0","0","-3","0","0","-3","0","0"
"1","24","7","0","21","-2","1","19.284","-4.152","4616.06","3234.548"
"1","24","8","177","97","2","0","215.535","8.363","47872.406","46436.617"
"1","24","9","419","130","6","2","456.618","17.313","98623.313","96784.938"
"1","24","10","581","132","9","10.2","639.214","16.5","139391.672","136964.859"
"1","24","11","716","97","11","7.2","754.115","22.479","160279.25","157459.453"
"1","24","12","712","97","9.6","3","746.887","27.762","154824.5","152113.313"
"1","24","13","625","104","10","3","637.365","25.574","133162.313","130840.695"
"1","24","14","422","115","10","3","430.338","20.395","91426.695","89667.664"
"1","24","15","186","75","10","3","186.371","13.953","40040.574","38634.32"
"1","24","16","0","13","7","0","11.734","6.303","2687.38","1302.097"
"1","24","17","0","0","5","1","0","5","0","0"
"1","24","18","0","0","4","1","0","4","0","0"
"1","24","19","0","0","3","2","0","3","0","0"
"1","24","20","0","0","4","2","0","4","0","0"
"1","24","21","0","0","2","0","0","2","0","0"
"1","24","22","0","0","2","1","0","2","0","0"
"1","24","23","0","0","1","1.5","0","1","0","0"
"1","25","0","0","0","1","1","0","1","0","0"
"1","25","1","0","0","0","0","0","0","0","0"
"1","25","2","0","0","0","1","0","0","0","0"
"1","25","3","0","0","0","0","0","0","0","0"
"1","25","4","0","0","-1","0","0","-1","0","0"
"1","25","5","0","0","-1","0","0","-1","0","0"
"1","25","6","0","0","-2","1","0","-2","0","0"
"1","25","7","0","22","1.5","1.5","20.425","-0.305","4811.469","3430.31"
"1","25","8","183","99","5","2","220.942","9.135","48903.48","47463.156"
"1","25","9","471","113","6.5","0","472.257","24.691","98511.891","96674.797"
"1","25","10","567","137","9","2","634.964","25.843","132635.406","130322.43"
"1","25","11","703","102","10","3","750.676","27.939","155515.672","152790.953"
"1","25","12","702","101","10","2","744.969","30.546","152393.734","149729.594"
"1","25","13","621","107","10.5","2","639.214","28.285","131862.578","129562.203"
"1","25","14","424","116","11","2","433.699","23.042","91039.117","89284.156"
"1","25","15","190","76","10","2","189.563","14.76","40586.754","39178.727"
"1","25","16","0","14","8","2","12.64","6.911","2887.349","1502.482"
"1","25","17","0","0","5","2","0","5","0","0"
"1","25","18","0","0","3","2","0","3","0","0"
"1","25","19","0","0","2","2.5","0","2","0","0"
"1","25","20","0","0","2","2.2","0","2","0","0"
"1","25","21","0","0","2","2","0","2","0","0"
"1","25","22","0","0","2","3","0","2","0","0"
"1","25","23","0","0","1","1","0","1","0","0"
"1","26","0","0","0","1","1","0","1","0","0"
"1","26","1","0","0","1","3","0","1","0","0"
"1","26","2","0","0","0.5","2.5","0","0.5","0","0"
"1","26","3","0","0","0","2","0","0","0","0"
"1","26","4","0","0","-2","0","0","-2","0","0"
"1","26","5","0","0","-2","0","0","-2","0","0"
"1","26","6","0","0","-2","0","0","-2","0","0"
"1","26","7","0","22","-1","0","20.335","-4.398","4872.656","3491.606"
"1","26","8","162","100","2","0","203.463","7.833","45334.066","43908.805"
"1","26","9","246","156","5","0","360.788","19.054","77517.547","75891.039"
"1","26","10","478","167","6","0","600.195","29.664","123171.031","121006.617"
"1","26","11","689","109","9","0","748.703","38.785","147103.547","144538.859"
"1","26","12","702","102","10","0","747.754","40.562","145580.547","143043.75"
"1","26","13","618","109","10","0","640.659","37.237","126530.102","124314.422"
"1","26","14","420","118","10","0","434.292","29.865","88294.367","86567.578"
"1","26","15","192","78","9.4","0","193.147","19.191","40555.051","39147.125"
"1","26","16","0","14","7","0","12.639","6.917","2886.999","1502.132"
"1","26","17","0","0","5","0","0","5","0","0"
"1","26","18","0","0","4","0","0","4","0","0"
"1","26","19","0","0","4","2","0","4","0","0"
"1","26","20","0","0","3.5","2","0","3.5","0","0"
"1","26","21","0","0","3","2","0","3","0","0"
"1","26","22","0","0","1","0","0","1","0","0"
"1","26","23","0","0","1","2","0","1","0","0"
"1","27","0","0","0","1","2","0","1","0","0"
"1","27","1","0","0","1","3","0","1","0","0"
"1","27","2","0","0","1","0","0","1","0","0"
"1","27","3","0","0","0","0","0","0","0","0"
"1","27","4","0","0","-1","2","0","-1","0","0"
"1","27","5","0","0","-1","2","0","-1","0","0"
"1","27","6","0","0","-1","2","0","-1","0","0"
"1","27","7","0","23","0","2","21.475","-1.615","5086.451","3705.779"
"1","27","8","181","101","4","1","221.903","8.958","49180.566","47738.996"
"1","27","9","475","115","7","0","478.309","25.388","99472.125","97623.906"
"1","27","10","644","106","10","1","668.065","31.08","136079.469","133709.266"
"1","27","11","701","104","12","2","754.216","32.437","152919.719","150245.453"
"1","27","12","696","104","14","2","746.674","34.428","149903.75","147286.906"
"1","27","13","624","107","15","2","644.542","32.766","130146.688","127874.008"
"1","27","14","483","99","14","1.5","453.954","27.697","93162.805","91385.305"
"1","27","15","232","72","13","1","204.522","19.685","42679.508","41264.277"
"1","27","16","0","15","11","0","13.546","10.961","3039.869","1655.315"
"1","27","17","0","0","8","0","0","8","0","0"
"1","27","18","0","0","4","3","0","4","0","0"
"1","27","19","0","0","5","1","0","5","0","0"
"1","27","20","0","0","4","2","0","4","0","0"
"1","27","21","0","0","4","0","0","4","0","0"
"1","27","22","0","0","3","0","0","3","0","0"
"1","27","23","0","0","3","0","0","3","0","0"
"1","28","0","0","0","2","2","0","2","0","0"
"1","28","1","0","0","2","1","0","2","0","0"
"1","28","2","0","0","2","0","0","2","0","0"
"1","28","3","0","0","1","0","0","1","0","0"
"1","28","4","0","0","1","0","0","1","0","0"
"1","28","5","0","0","1","0","0","1","0","0"
"1","28","6","0","0","1.8","0","0","1.8","0","0"
"1","28","7","0","16","3","0","14.446","-0.557","3406.54","2022.725"
"1","28","8","42","87","4","0","115.312","5.496","26253.424","24877.992"
"1","28","9","101","155","7","0","238.034","15.389","52146.555","50690.973"
"1","28","10","212","199","8","0","400.398","23.713","84621.109","82930.359"
"1","28","11","330","202","9","0","531.338","30.46","108845.531","106881.789"
"1","28","12","418","179","11","0","592.453","35.246","118531.805","116435.57"
"1","28","13","553","131","13","0","611.804","38.13","120351.945","118229.328"
"1","28","14","473","104","12","2","454.417","24.478","94731.492","92936.945"
"1","28","15","237","74","11","1","209.696","17.871","44143.605","42722.965"
"1","28","16","0","16","9","0.7","14.453","8.072","3284.686","1900.628"
"1","28","17","0","0","7","0.3","0","7","0","0"
"1","28","18","0","0","5","0","0","5","0","0"
"1","28","19","0","0","5","2","0","5","0","0"
"1","28","20","0","0","4","2.5","0","4","0","0"
"1","28","21","0","0","4","1.5","0","4","0","0"
"1","28","22","0","0","4","2","0","4","0","0"
"1","28","23","0","0","2","0","0","2","0","0"
"1","29","0","0","0","2","0","0","2","0","0"
"1","29","1","0","0","2","2","0","2","0","0"
"1","29","2","0","0","2","2","0","2","0","0"
"1","29","3","0","0","2","2.5","0","2","0","0"
"1","29","4","0","0","1","0","0","1","0","0"
"1","29","5","0","0","1","1","0","1","0","0"
"1","29","6","0","0","-0.4","3","0","-0.4","0","0"
"1","29","7","0","24","1","1","22.51","-0.975","5317.368","3937.096"
"1","29","8","193","99","5","0","224.783","11.804","49155.078","47713.625"
"1","29","9","424","122","7","0","452.754","24.514","94620.688","92827.352"
"1","29","10","502","144","10","0","594.631","33.856","119569.828","117458.602"
"1","29","11","421","199","10","0","606.424","35.18","121384.641","119246.844"
"1","29","12","421","180","12","0","597.029","36.815","118527.75","116431.57"
"1","29","13","338","183","13","1","491.383","29.242","101074.039","99206.953"
"1","29","14","302","128","13","2","358.165","22.505","75545.43","73935.484"
"1","29","15","110","85","11.2","2","154.076","14.716","33313.988","31926.145"
"1","29","16","0","16","9","2","14.451","7.845","3287.614","1903.562"
"1","29","17","0","0","7","0","0","7","0","0"
"1","29","18","0","0","5.3","0","0","5.3","0","0"
"1","29","19","0","0","5","2.5","0","5","0","0"
"1","29","20","0","0","4","2","0","4","0","0"
"1","29","21","0","0","4","2","0","4","0","0"
"1","29","22","0","0","3","2","0","3","0","0"
"1","29","23","0","0","4","3","0","4","0","0"
"1","30","0","0","0","4","2","0","4","0","0"
"1","30","1","0","0","5","2","0","5","0","0"
"1","30","2","0","0","5","3","0","5","0","0"
"1","30","3","0","0","5","0","0","5","0","0"
"1","30","4","0","0","6","2","0","6","0","0"
"1","30","5","0","0","5","1","0","5","0","0"
"1","30","6","0","0","5","0","0","5","0","0"
"1","30","7","0","7","5.5","0","6.301","1.571","1472.694","84.766"
"1","30","8","0","45","6","0","40.721","3.477","9439.896","8065.5"
"1","30","9","0","87","9.6","0","80.657","9.538","18214.379","16844.453"
"1","30","10","0","119","7","0","111.898","9.547","25268.283","23894.018"
"1","30","11","0","136","7","0","128.636","10.731","28897.193","27517.943"
"1","30","12","0","134","8","0","126.605","11.857","28299.986","26921.686"
"1","30","13","0","115","8","0","107.914","11.012","24212.094","22838.928"
"1","30","14","0","81","8","0","74.747","9.194","16905.143","15535.244"
"1","30","15","0","39","7","0","35.27","5.411","8108.962","6732.933"
"1","30","16","0","5","6","0","4.498","2.245","1048.304","0"
"1","30","17","0","0","6","0","0","6","0","0"
"1","30","18","0","0","6","1","0","6","0","0"
"1","30","19","0","0","6","1","0","6","0","0"
"1","30","20","0","0","6.1","1.5","0","6.1","0","0"
"1","30","21","0","0","6.3","2","0","6.3","0","0"
"1","30","22","0","0","6","2","0","6","0","0"
"1","30","23","0","0","6","0","0","6","0","0"
"1","31","0","0","0","6","2","0","6","0","0"
"1","31","1","0","0","7","1","0","7","0","0"
"1","31","2","0","0","7","1","0","7","0","0"
"1","31","3","0","0","9","5.1","0","9","0","0"
"1","31","4","0","0","10","5.1","0","10","0","0"
"1","31","5","0","0","10","5.1","0","10","0","0"
"1","31","6","0","0","10","5.1","0","10","0","0"
"1","31","7","0","8","10","5.1","7.204","8.745","1632.439","244.87"
"1","31","8","0","45","10","4.1","40.719","9.307","9204.679","7830.014"
"1","31","9","0","87","10","5.1","80.567","10.235","18138.389","16768.471"
"1","31","10","0","120","8","9","112.822","8.635","25578.686","24204.068"
"1","31","11","0","137","6","12.8","129.551","6.687","29621.131","28240.662"
"1","31","12","0","137","4","14.4","129.612","4.631","29898.789","28517.834"
"1","31","13","15","170","4","14.4","179.43","5.127","41288","39877.625"
"1","31","14","10","157","6","14.4","166.295","7.025","37941.438","36541.617"
"1","31","15","34","83","6","14.4","105.575","6.413","23950.668","22577.75"
"1","31","16","0","18","6","13.3","16.265","5.471","3738.564","2355.402"
"1","31","17","0","0","6","13.3","0","6","0","0"
"1","31","18","0","0","6.1","12.3","0","6.1","0","0"
"1","31","19","0","0","6.1","11.3","0","6.1","0","0"
"1","31","20","0","0","6","12.3","0","6","0","0"
"1","31","21","0","0","5.8","8","0","5.8","0","0"
"1","31","22","0","0","5.4","10.2","0","5.4","0","0"
"1","31","23","0","0","5","12.3","0","5","0","0"
"2","1","0","0","0","4.6","0","0","4.6","0","0"
"2","1","1","0","0","4.3","2.1","0","4.3","0","0"
"2","1","2","0","0","4.2","6.2","0","4.2","0","0"
"2","1","3","0","0","4.2","4","0","4.2","0","0"
"2","1","4","0","0","4.1","4.1","0","4.1","0","0"
"2","1","5","0","0","4","3.5","0","4","0","0"
"2","1","6","0","0","3.6","3","0","3.6","0","0"
"2","1","7","0","24","5","1","22.183","3.088","5150.948","3770.388"
"2","1","8","275","77","7","3.1","248.461","11.314","54124.277","52658.656"
"2","1","9","225","168","7.6","3","349.66","15.048","76565.797","74947.352"
"2","1","10","448","184","8","6.2","599.441","17.577","130231.93","127957.883"
"2","1","11","598","157","10","9.3","727.408","19.288","157003.563","154249.5"
"2","1","12","695","111","8.7","10","761.711","18.053","165294.547","162371.172"
"2","1","13","618","117","7.3","9.6","658.212","15.564","144147.531","141636.688"
"2","1","14","384","141","6","9.3","441.27","11.444","97868.844","96039.133"
"2","1","15","188","89","5","10.3","205.122","6.951","45658.566","44232.008"
"2","1","16","0","18","4","10.3","16.252","3.43","3768.298","2385.194"
"2","1","17","0","0","3","9.3","0","3","0","0"
"2","1","18","0","0","2.7","8.8","0","2.7","0","0"
"2","1","19","0","0","2.5","8.2","0","2.5","0","0"
"2","1","20","0","0","2.2","7.7","0","2.2","0","0"
"2","1","21","0","0","2","7.2","0","2","0","0"
"2","1","22","0","0","2","9.3","0","2","0","0"
"2","1","23","0","0","2","6.2","0","2","0","0"
"2","2","0","0","0","1.6","8","0","1.6","0","0"
"2","2","1","0","0","2","7.2","0","2","0","0"
"2","2","2","0","0","1","6.2","0","1","0","0"
